customer_account_no,customer_name,created_on,created_by,updated_on,updated_by,fax_no,sponsor_name,po_box_no,email_address,telephone_no,state,street_no,zone,country,building_no,customer_category_id,unit_no,customer_group_code_id,customer_account_type,status_id,mobile_no,outlet_classification,latitude,outlet_type,department_id,outlet_category,parent_outlet,longtitude,cr_no,contact_person,sponsor_contact_no,area_name,area_name_id,cr_license,guarantee,customer_form,sponsor_id
07-15020,AL SHAMS FOOD STUFF,,,,,,,13697,,4365889,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15021,SAFARIYA SUPER MARKET,,,,,,,,,4437 2254,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15022,GOLDEN GROCERY,,,,,,,30587,,4687244,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Asiri,,,,,
07-15025,AL IKHLAB GROCERY,,,,,,,70723,,4325338,DOHA,,27,QATAR,,,,,1,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15028,AL MADEENA FOOD CENTRE,,,,,,,12638,,4864305,DOHA,,32,QATAR,,,,,2,1,,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15029,LULU GROCERY,,,,,,,8629,,4875015,DOHA,,37,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15033,FRIND'S SUPERMARKET,,,,,,,30926,,4438765,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-2642,SALAH COLD STORE,,,,,,,80364,,4642319,DOHA,,90,QATAR,,,,,1,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15035,HIGH WAY  SUPERMARKET,,,,,,,80621,,4653076,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,26463400463
07-15036,AL AMMAN GROCERY,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-2346,GENERAL SUPERMARKET,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-15081,FOOD CORNER SUPERMARKET,,,,,4832981,,7929,,4660289,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Asiri,,,,,26263400556
07-15083,NASIR SAYED GROCERY,,,,,,,30522,,4432965,DOHA,,22,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15086,FALKALAND GROCERY,,,,,,,,,4314270,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,NATIONAL AREA ZONE 3,,,,,
07-2605,RAMADA GROCERY,,,,,,,,,NULL,DOHA,,3,QATAR,,,,,1,1,,,,,3,,,,,,,Mushayrib,,,,,
07-2277,BEAUTIFUL DOHA COMPLEX,,,,,,,9513,,4650699,DOHA,,45,QATAR,,,,,1,1,,,,,3,,,,,,,Old Airport,,,,,
07-15089,RASEENA SUPERMARKET,,,,,,,30718,,4314042,DOHA,,5,QATAR,,,,,2,1,,,,,3,,,,,,,Al Najada,,,,,
07-15090,NEW WEST BAY COMPLEX,,,,,4832981,,15275,,4832981,DOHA,,61,QATAR,,,,,2,1,,,,,3,,,,,,,Al Dafna,,,,,26263400556
07-15091,LULU JUICE STALL,,,,,,,,,4883361,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,FRID KUB,,,,,
07-2665,AL SAAD GROCERY,,,,,,,40906,,6622 6859,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-226,AL BANOUCH CENTRE,,,,,,,91980,,4872418,DOHA,,79,QATAR,,,,,1,1,4872418,,,,3,,,,,,,Al Gharrafa,,,,,
07-15093,FALCON TRADING CENTRE,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,UMMA AFAI,,,,,
07-15097,AL SARI GROCERY,,,,,,,30796,,4421746,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-15102,LUKY GROCERY,,,,,,,,,4814219,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-15106,AL OBAIDALY MARKET,,,,,,,,,4310131,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-15107,BANGLADESH GROCERY,,,,,,,1357,,NULL,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-15108,LEXUS F/S,,,,,,,,,4802634,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-15121,AEESSA GROCERY,,,,,,,,,NULL,DOHA,,40,QATAR,,,,,1,1,,,,,3,,,,,,,New Salata,,,,,
07-15122,KHALID ALI GROCERY,,,,,,,,,NULL,DOHA,,40,QATAR,,,,,1,1,,,,,3,,,,,,,New Salata,,,,,
07-15123,GULF FRAGNALE GROCERY,,,,,,,,,NULL,DOHA,,40,QATAR,,,,,2,1,,,,,3,,,,,,,New Salata,,,,,
07-15124,GOOD EVENING GROCERY,,,,,,,,,NULL,DOHA,,40,QATAR,,,,,2,1,,,,,3,,,,,,,New Salata,,,,,
07-15125,ABBASS GROCERY,,,,,,,,,NULL,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Asiri,,,,,
07-15129,AL AMMAL GROCERY,,,,,,,,,NULL,DOHA,,6,QATAR,,,,,1,1,,,,,3,,,,,,,Old Al Ghanim,,,,,
07-15201,SALEEM S/M,,,,,,,1812,,NULL,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15202,SHAWANI SUPERMARKET,,,,,,,4319,,4364169,DOHA,,6,QATAR,,,,,1,1,,,,,3,,,,,,,Old Al Ghanim,,,,,
07-2097,AL KHALID GROCERY,,,,,,,,,NULL,DOHA,,26,QATAR,,,,,1,1,,,,,3,,,,,,,Najma,,,,,
07-15207,ISTHIKAMA GROCERY,,,,,,,,,NULL,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15209,AL SABIR GROCERY,,,,,,,,,NULL,DOHA,,42,QATAR,,,,,1,1,,,,,3,,,,,,,Al Hilal,,,,,
07-15212,ABA JABIR GROCERY,,,,,,,,,NULL,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,,,Najma,,,,,
07-15214,AL ARAFA SUPER MARKET,,,,,,,,,NULL,DOHA,,39,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15226,FAMILY SHOPPING CENTRE,,,,,,,,,4411279,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15230,AL QATHARI SUPERMARKET,,,,,,,,,NULL,DOHA,,37,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15236,AL EISA SULAITHY GROCERY,,,,,,,,,NULL,DOHA,,32,QATAR,,,,,2,1,,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15237,AL RAWABI FOOD CENTRE,,,,,,,21651,,4812374,DOHA,,52,QATAR,,,,,2,1,4812374,,,,3,,,,,,,Old Al Rayyan,,,,,
07-15243,MADINA AL-KHOR GROCERY,,,,,,,,,NULL,DOHA,,74,QATAR,,,,,1,1,,,,,3,,,,,,,Al Khor,,,,,
07-15244,MODERN GROCERY,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,1,1,,,,,3,,,,,,,Al Mansoura,,,,,
07-15246,GISHAN GROCERY,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,,,Al Mansoura,,,,,
07-15247,AL HEIL GROCERY,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,,,Al Mansoura,,,,,
07-15248,ABU NAIF GROCERY,,,,,,,3312,,4683588,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-15249,AL KAABI F/S,,,,,,,34816,,NULL,DOHA,,39,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15254,ABDUL ALI & SONS (NO II),,,,,,,,,4683736,DOHA,,56,QATAR,,,,,1,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-15257,MUSHEIREB,,,,,7008 5079,,,,4414 5010,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15263,BIN YOUNUS SUPERMARKET,,,,,,,,,4691905,DOHA,,56,QATAR,,,,,1,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-15264,DANA SALWA SUPERMARKET,,,,,,,,,4699037,DOHA,,56,QATAR,,,,,1,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-15268,MIDDLE ROAD GROCERY,,,,,,,,,4372487,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-15271,REGENCY S/M,,,,,,,7852,,4315221,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,,,Al Najada,,,,,
07-15275,ABU ZAYED S/M,,,,,,,,,4426759,DOHA,,27,QATAR,,,,,1,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-900A,FOOD PALACE,,,,,4364409,,2177,JPalace@qatar.net.goc,5504998/5885864,DOHA,,38,QATAR,,,,,2,1,4322302,,,,3,,,,,,,Al Sadd,,,,,
07-331,AL SAFEER CENTRE,,,,,4626045/4653098,,2408,safeer@qatar.net.qa,4626177/5862041,DOHA,,45,QATAR,,,,,2,1,4626117,,,,3,,,,,,,Old Airport,,,,,27063400291
07-332,HOTEL INTER-CONTINENTAL DOHA,,,,,4844893,,6822,,4844895/6/7,DOHA,,63,QATAR,,,,,2,1,5847468,,,,3,,,,,,,Onaiza,,,,,
07-15276,SAKKEER HUSSAN M,,,,,,,12709,,2292155,DOHA,,6,QATAR,,,,,1,1,,,,,3,,,,,,,Old Al Ghanim,,,,,
07-15277,HAMZA/SHANI VAN SALE,,,,,,,12709,,4433292,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-15278,HABEEB SUPERMARKET,,,,,,,96471,,NULL,DOHA,,71,QATAR,,,,,1,1,,,,,3,,,,,,,Umm Salal Ali,,,,,
07-15280,BU MATHAR SUPERMARKET,,,,,,,,,4783276,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-15281,FRANCE GROCERY,,,,,,,6821,,4317698,DOHA,,2,QATAR,,,,,2,1,,,,,3,,,,,,,Al Bidda,,,,,
07-15283,FERARI RESTAURANT,,,,,,,,,4866604,DOHA,,79,QATAR,,,,,1,1,,,,,3,,,,,,,Al Gharrafa,,,,,
07-15285,JASIM AJLAN,,,,,5069 6196,,,,4443 9055,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,,,Najma,,,,,
07-15289,CITY PLAZA GROCERY,,,,,,,80032,,4643916,DOHA,,90,QATAR,,,,,1,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15292,GAYASI GROCERY,,,,,,,12477,,4676943,DOHA,,90,QATAR,,,,,1,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-337,FOOD WORLD WLL,,,,,4684739,,19782,,4687879,DOHA,,,QATAR,,,,,2,1,4687879,,,,3,,,,,,,SALWA ROAD,,,,,26063400592
07-15294,PICK N PACK,,,,,,,2800,,4358873,DOHA,,15,QATAR,,,,,2,1,,,,,3,,,,,,,Al Doha Al Jadeeda,,,,,
07-15295,AL JAZEERA SUPERMARKET,,,,,,,,,4699542,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,SALWA ROAD,,,,,
07-289A,FAMILY SHOPPING COMPLEX,,,,,,,,,4323055,DOHA,,42,QATAR,,,,,1,1,4323055,,,,3,,,,,,,Al Hilal,,,,,
07-2215,APOLLO SUPERMARKET,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-2582,FARIJ BIN MAHMOOD SUPER MARKET,,,,,,,,,NULL,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-2334,FAHAD SUPERMARKET,,,,,,,,,NULL,DOHA,,39,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-2047,AL ALI GOODS,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,,,Al Mansoura,,,,,
07-2349,GOLDEN FALCON,,,,,,,,,NULL,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Salal Mohammed,,,,,
07-2348,GHARAFA SUPERMARKET,,,,,,,,,NULL,DOHA,,79,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharrafa,,,,,
07-2419,JAWAZI GROCERY,,,,,,,,,NULL,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-2254,BAKALA KAYOOM,,,,,,,,,NULL,DOHA,,52,QATAR,,,,,1,1,,,,,3,,,,,,,Old Al Rayyan,,,,,
07-2307,DAHAN SUPERMARKET,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-2037,AL IKHLAS S/M,,,,,77159991,,15643,,4480 3262,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-2641,SALAH C/S # I,,,,,,,,,NULL,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-2005,ABDUL RAHMAN SUPERMARKET,,,,,,,,,NULL,DOHA,,2,QATAR,,,,,1,1,,,,,3,,,,,,,Al Bidda,,,,,
07-2575,OLIVE S/M,,,,,,,,,NULL,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Murra,,,,,
07-2740,ALI,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-2754,SAMAD KUNIYIL-VAN SALE,,,,,,,,,NULL,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-2750,ABDUL RAHMAN-VAN SALE,,,,,,,,,NULL,DOHA,,32,QATAR,,,,,2,1,,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-2751,ASHIK-VAN SALE,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-2614,RAYYAN FOOD CENTER,,,,,,,,,NULL,DOHA,,52,QATAR,,,,,1,1,,,,,3,,,,,,,Old Al Rayyan,,,,,
07-2104,AL KUWAIT SUPERMARKET,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-15297,AL ZAHARA F/S,,,,,,,91139,,4688652,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,MR.AHAMED,,SALWA ROAD,,,,,
07-2545,AL NASHMI SUPERMARKET,,,,,,,,,NULL,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Salal Ali,,,,,
07-336,AL-MEHDIA TRADING,,,,,4422089,,667,,4422089,DOHA,,7,QATAR,,,,,2,1,4422089,,,,3,,,,,,,Al Souq,,,,,24763400243
07-15308,ABDULLA AL MALKI SUPERMARKET,,,,,,,,,NULL,DOHA,,39,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15310,A.A.BUMATHAR S/M,,,,,,,,,NULL,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-15312,AL ISMA TRADING EST,,,,,,,,,NULL,DOHA,,92,QATAR,,,,,1,1,,,,,3,,,,,,,Mesaieed,,,,,
07-15313,MIDDLE ROAD S/M,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-1668,AL ANDALUS PRIM. SCHOOL,,,,,,,,,NULL,DOHA,,79,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharrafa,,,,,
07-360-1,SAFARI HYPERMARKET,,,,,,,,,NULL,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Salal Ali,,,,,
07-325-1,MAJID AL FUTTAIM HYPERMARKETS WLL-2,,,,,4831127,,,,4831126/4846222,DOHA,,55,QATAR,,,,,2,1,4846240,,,,3,,,,,,,Al Waab,,,,,
07-1679,AL ARAB SHOPPING COMPLEX WLL,,,,,4819192,,37735,,4819193,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,
07-2908,AYAD GROUP (OPERA CAFE),,,,,4687979,,12814,,4688355,DOHA,,56,QATAR,,,,,2,1,4688355,,,,3,,,,,,,Abu Hamour,,,,,
07-2911,THAMAM GROCERY,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-2912,AJMAL F/S,,,,,,,,,NULL,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Aziziya,,,,,
07-2400,AL WISHA F/S,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,SALWA P/STN,,,,,
07-2401,AL SULAITY GROCERY,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-2402,ESSA SUPERMARKET,,,,,,,,,4643630,DOHA,,90,QATAR,,,,,1,1,4643630,,,,3,,,,,,,Al Wakrah,,,,,
07-364-1,WOQOD (QATAR FUEL),,,,,4435222,,7777,,4308184,DOHA,,3,QATAR,,,,,2,1,4308184,,,,3,,,,,,,Mushayrib,,,,,
07-1680,AL RAYYAN FOOD COMPLEX,,,,,4873801,,31308,,4816145,DOHA,,,QATAR,,,,,2,1,4816145,,,,3,,,,,,,,,,,,
07-178B,OASIS SHOPPING COMPLEX,,,,,4785224,,22584,,4785224,DOHA,,30,QATAR,,,,,2,1,4785224,,,,3,,,,,,,Duhail,,,,,
07-15331,MAJEED VAN SALES,,,,,,,,,5188158,DOHA,,37,QATAR,,,,,1,1,5188158,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15333,ABDUL RAHMAN-VAN SALES,,,,,,,,,5564767,DOHA,,27,QATAR,,,,,1,1,5564767,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15335,DHUKAN FOOD,,,,,,,,,5418723,DOHA,,86,QATAR,,,,,1,1,,,,,3,,,,,,,Dukhan,,,,,
07-15336,HONESTY TRADING -ABDULLA VAN SALES,,,,,44312828,,,,55312206,DOHA,,33,QATAR,,,,,2,1,,,,,3,,,,,,,Al Markhiyah,,,,,
07-15337,A.B. BUMATHOR,,,,,4683645,,,,4682031,DOHA,,51,QATAR,,,,,2,1,,,,,3,,,,,,,Izghawa (Al Rayyan),,,,,
07-15338,ABUMATHAR S/M,,,,,,,3845,,4311693,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15339,MR. SUAIL V/S,,,,,,,,,5249342,DOHA,,45,QATAR,,,,,2,1,,,,,3,,,,,,,Old Airport,,,,,
07-15341,MOHAMED V/S,,,,,,,,,5283171,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-15342,FEROZ V/S,,,,,,,,,4436251/5466741,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-15343,GOLDEN STAR S/M,,,,,,,,,NULL,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15347,LOGON PLAZA,,,,,,,,,NULL,DOHA,,63,QATAR,,,,,2,1,,,,,3,,,,,,,Onaiza,,,,,
07-15348,ABDULLAH ALI F/S,,,,,,,13200,,4683736,DOHA,,56,QATAR,,,,,2,1,4683736,,,,3,,,,,,,Abu Hamour,,,,,
07-15349,AL SAFA F/C,,,,,,,13200,,4689767,DOHA,,56,QATAR,,,,,2,1,4689767,,,,3,,,,,,,Abu Hamour,,,,,
07-15350,NAGRAN F/S,,,,,,,9448,,4887530,DOHA,,56,QATAR,,,,,1,1,4887530,,,,3,,,,,,,Abu Hamour,,,,,
07-15351,GULF COFFEE SUPER MARKET,,,,,,,3582,,4682620,DOHA,,56,QATAR,,,,,2,1,4682620,,,,3,,,,,,,Abu Hamour,,,,,
07-15352,GULF COFFEE,,,,,,,30914,,"4580671,5670230",DOHA,,56,QATAR,,,,,2,1,5670230,,,,3,,,,,,,Abu Hamour,,,,,
07-15353,BREZE S/M,,,,,,,14756,,4366345,DOHA,,,QATAR,,,,,1,1,4366345,,,,3,,,,,,,OLD SALATA,,,,,
07-15354,SHARON F/S,,,,,,,6449,,4313658,DOHA,,40,QATAR,,,,,1,1,4313658,,,,3,,,,,,,New Salata,,,,,
07-15355,SKYNET S/M,,,,,,,31094,,4318443,DOHA,,40,QATAR,,,,,1,1,4318443,,,,3,,,,,,,New Salata,,,,,
07-15356,SUNRAYS S/M,,,,,,,17805,,4694152,DOHA,,56,QATAR,,,,,2,1,4694152,,,,3,,,,,,,Abu Hamour,,,,,
07-15357,DAIRA S/M,,,,,,,15918,,4864873,DOHA,,52,QATAR,,,,,1,1,4864873,,,,3,,,,,,,Al Luqta,,,,,
07-15358,AL BAAZ S/M,,,,,,,8244,,4870572,DOHA,,79,QATAR,,,,,2,1,4870572,,,,3,,,,,,,Al Gharrafa,,,,,
07-15359,AL HABARI F/Z,,,,,,,60861,,4722422,DOHA,,74,QATAR,,,,,2,1,4722422,,,,3,,,,,,,Al Khor,,,,,
07-2658,SEASHORE FOOD CENTRE,,,,,4723135,,60100,,4722405,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-15360,BABUS SALAM S/M,,,,,,,,,4582010,DOHA,,57,QATAR,,,,,2,1,4582010,,,,3,,,,,,,Industrial Area,,,,,
07-15362,HASNAT GROCERY,,,,,,,12835,,5478807,DOHA,,40,QATAR,,,,,2,1,5478807,,,,3,,,,,,,New Salata,,,,,
07-15363,QATARI HOME,,,,,,,37102,,4310142,DOHA,,40,QATAR,,,,,1,1,4310142,,,,3,,,,,,,New Salata,,,,,
07-15364,AL KAABI S/M,,,,,,,,,4800535,DOHA,,56,QATAR,,,,,2,1,4800535,,,,3,,,,,,,Mesaimeer,,,,,
07-15365,AHMED NASHEMI SUPER MARKET,,,,,,,,,4802481,DOHA,,56,QATAR,,,,,1,1,4802481,,,,3,,,,,,,Mesaimeer,,,,,
07-15367,AL RAHELY GROCERY,,,,,,,,,4807995,DOHA,,53,QATAR,,,,,1,1,4807995,,,,3,,,,,,,New Al Rayyan,,,,,
07-15368,AL HILWEEN GROCERY,,,,,,,,,4820616,DOHA,,53,QATAR,,,,,1,1,4820616,,,,3,,,,,,,New Al Rayyan,,,,,
07-15369,AL SAWARY GROCERY,,,,,,,,,4431814,DOHA,,,QATAR,,,,,2,1,4431814,,,,3,,,,,,,MUNTAZA,,,,,
07-15370,AL NASMA GROCERY,,,,,,,,,5775905,DOHA,,,QATAR,,,,,1,1,5775905,,,,3,,,,,,,MUNTAZA,,,,,
07-15371,DAHAN S/M,,,,,,,,,4640300,DOHA,,90,QATAR,,,,,2,1,4640300,,,,3,,,,,,,Al Wakrah,,,,,
07-15372,DOHA AL RAWABI FOOD CENTRE,,,,,4649280,,55969,,4649316,DOHA,,90,QATAR,,,,,2,1,4649316,,,,3,,,,,,,Al Wakrah,,,,,26763763400062
07-15373,SANAFIR GROCERY,,,,,,,,,4655307,DOHA,,45,QATAR,,,,,2,1,4655307,,,,3,,,,,,,Old Airport,,,,,
07-15374,MERAJ S/M,,,,,,,,,4656296,DOHA,,55,QATAR,,,,,2,1,4656296,,,,3,,,,,,,Al Aziziya,,,,,
07-15375,ASIF GROCERY,,,,,,,,,4425732,DOHA,,39,QATAR,,,,,1,1,4425732,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-15376,AL FALAH S/M,,,,,,,,,4643748,DOHA,,90,QATAR,,,,,2,1,4643748,,,,3,,,,,,,Al Wakrah,,,,,
07-15378,SINIYARI GROCERY,,,,,,,,,4645637,DOHA,,90,QATAR,,,,,1,1,4645637,,,,3,,,,,,,Al Wakrah,,,,,
07-15380,THESEEZ GROCERY,,,,,,,,,4437597,DOHA,,26,QATAR,,,,,1,1,4437597,,,,3,,,,,,,Najma,,,,,
07-15384,AL NAIF AL AKTAR,,,,,,,,,4350510,DOHA,,26,QATAR,,,,,1,1,4350510,,,,3,,,,,,,Najma,,,,,
07-15385,AL NAKIB GROCERY,,,,,,,,,4315509,DOHA,,26,QATAR,,,,,2,1,4315509,,,,3,,,,,,,Najma,,,,,
07-15386,STAR S/M,,,,,,,,,4350334,DOHA,,26,QATAR,,,,,2,1,4350334,,,,3,,,,,,,Najma,,,,,
07-15388,AL KHYMA GROCERY,,,,,,,,,5179636,DOHA,,92,QATAR,,,,,1,1,5179636,,,,3,,,,,,,Mesaieed,,,,,
07-15390,RAWADA,,,,,,,,,4862273,DOHA,,37,QATAR,,,,,1,1,4862273,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15394,AL MUBDA GROCERY,,,,,,,18953,,4353308,DOHA,,27,QATAR,,,,,2,1,4353308,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15395,AL MARAI GROCERY,,,,,,,36187,,4871450,DOHA,,,QATAR,,,,,1,1,4871450,,,,3,,,,,,,K TOWN,,,,,
07-15399,JAZEEM,,,,,,,,,4431575,DOHA,,25,QATAR,,,,,1,1,4431575,,,,3,,,,,,,Al Mansoura,,,,,
07-15402,AL DIYAR GROCERY,,,,,,,9354,,4877850,DOHA,,,QATAR,,,,,1,1,4877850,,,,3,,,,,,,K-TOWN,,,,,
07-15403,SULTAN SUPER MARKET,,,,,,,8472,,4880979,DOHA,,,QATAR,,,,,1,1,4880979,,,,3,,,,,,,K-TOWN,,,,,
07-15404,ABU KHALED,,,,,,,20476,,4864738,DOHA,,,QATAR,,,,,1,1,4864738,,,,3,,,,,,,K-TOWN,,,,,
07-364-2,WOQOD (QATAR FUEL),,,,,4435222,,,,4308184,DOHA,,56,QATAR,,,,,2,1,4308184,,,,3,,,,,,,Abu Hamour,,,,,
07-2297,AL AMAR S/M,,,,,,,,,6599483,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-2296,ABU MATAR SUPERMARKET,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-481,LOGIC HYPER CENTER LLC,,,,,4371913,,16842,,4314353/4720987,DOHA,,74,QATAR,,,,,2,1,4314353,,,,3,,,,,,,Al Khor,,,,,
07-458,ANSAR GALLERY,,,,,4115950,,3726,,4115298,DOHA,,,QATAR,,,,,2,1,4115298,,,,3,,,,,,,CITY CENTRE,,,,,
07-1685,BAKE MART PLUS,,,,,4429190,,47576,,4441420/4514242,DOHA,,,QATAR,,,,,2,1,4441420,,,,3,,,,,,,MIDMAC R/A,,,,,
07-1684,NOOR AL WAKRA FOOD CENTRE,,,,,4647610,,80682,,4647610,DOHA,,90,QATAR,,,,,2,1,4647610,,,,3,,,,,,,Al Wakrah,,,,,
07-364-3,WOQOD (QATAR FUEL),,,,,,,,,NULL,DOHA,,42,QATAR,,,,,2,1,,,,,3,,,,,,,Al Hilal,,,,,
07-1687,FATHIMA SUPER MARKET,,,,,,,30837,,4983535/5682712,DOHA,,53,QATAR,,,,,2,1,4983535,,,,3,,,,,,,Muaither,,,,,
07-15502,LUKTY STORE,,,,,,,,,NULL,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
